date,station_id,fuel_type,price_per_litre,volume_sold_litres,rainfall_mm,temperature_c,day_of_week,holiday,competitor_price
2024-12-12,101,Petrol,181.95,5489,9.79,30.0,Thursday,No,182.63
2024-12-13,101,Petrol,180.14,5724,6.36,32.3,Friday,No,178.82
2024-12-14,101,Petrol,181.57,5827,0.0,25.6,Saturday,No,180.12
2024-12-15,101,Petrol,183.98,5772,5.44,25.3,Sunday,No,183.24
2024-12-16,101,Petrol,180.0,5870,5.37,34.1,Monday,No,178.36
2024-12-17,101,Petrol,179.19,5501,3.46,27.2,Tuesday,No,179.78
2024-12-18,101,Petrol,178.85,5063,1.18,28.3,Wednesday,No,178.67
2024-12-19,101,Petrol,178.56,5673,1.53,22.0,Thursday,No,176.76
2024-12-20,101,Petrol,179.35,5589,0.11,30.4,Friday,No,179.64
2024-12-21,101,Petrol,180.8,6261,1.43,23.4,Saturday,No,181.09
2024-12-22,101,Petrol,179.63,5973,3.48,19.4,Sunday,No,178.7
2024-12-23,101,Petrol,179.83,5738,1.19,28.6,Monday,No,179.77
2024-12-24,101,Petrol,182.3,6024,0.0,28.4,Tuesday,No,182.93
2024-12-25,101,Petrol,177.09,5402,3.82,27.0,Wednesday,No,177.02
2024-12-26,101,Petrol,180.75,6825,0.01,28.2,Thursday,No,179.95
2024-12-27,101,Petrol,177.67,6370,0.48,25.2,Friday,No,175.84
2024-12-28,101,Petrol,179.01,5605,5.25,26.9,Saturday,No,179.75
2024-12-29,101,Petrol,180.25,6475,1.79,26.2,Sunday,No,178.94
2024-12-30,101,Petrol,179.38,4930,2.44,31.9,Monday,No,178.99
2024-12-31,101,Petrol,181.02,6432,2.17,29.6,Tuesday,No,181.62
2024-01-01,101,Diesel,165.44,4227,4.27,28.8,Monday,No,164.85
2024-01-02,101,Diesel,166.35,4404,6.46,24.7,Tuesday,No,166.72
2024-01-03,101,Diesel,161.27,4425,0.47,27.4,Wednesday,No,159.6
2024-01-04,101,Diesel,165.39,5460,4.42,26.8,Thursday,No,163.4
2024-01-05,101,Diesel,165.86,4866,0.39,30.4,Friday,No,166.58
2024-01-06,101,Diesel,163.68,4336,0.0,28.7,Saturday,No,163.21
2024-01-07,101,Diesel,164.29,5411,5.1,24.9,Sunday,No,163.59
2024-01-08,101,Diesel,166.56,5012,2.91,32.4,Monday,No,165.1
2024-01-09,101,Diesel,166.48,4305,5.12,25.7,Tuesday,No,165.09
2024-01-10,101,Diesel,164.33,4814,0.0,29.4,Wednesday,No,162.86
2024-01-11,101,Diesel,165.29,4511,7.79,26.0,Thursday,No,163.08
2024-01-12,101,Diesel,164.24,5600,0.0,25.8,Friday,No,163.76
2024-01-13,101,Diesel,165.83,5320,3.35,33.6,Saturday,No,166.58
2024-01-14,101,Diesel,163.67,4888,6.15,34.2,Sunday,No,162.9
2024-01-15,101,Diesel,166.4,4962,0.0,27.7,Monday,No,164.71
2024-01-16,101,Diesel,168.93,4460,0.0,27.8,Tuesday,No,168.3
2024-01-17,101,Diesel,165.37,4427,0.0,31.3,Wednesday,No,163.74
2024-01-18,101,Diesel,164.09,4366,2.82,25.3,Thursday,No,164.12
2024-01-19,101,Diesel,165.27,4935,0.0,33.2,Friday,No,164.97
2024-01-20,101,Diesel,165.97,4941,0.2,26.4,Saturday,No,165.85
2024-01-21,101,Diesel,166.71,5029,2.19,28.3,Sunday,No,166.37
2024-01-22,101,Diesel,165.68,4762,0.06,29.5,Monday,No,165.3
2024-01-23,101,Diesel,167.94,4938,0.63,25.3,Tuesday,No,167.43
2024-01-24,101,Diesel,166.62,5147,5.21,28.5,Wednesday,No,166.63
2024-01-25,101,Diesel,163.52,4855,0.0,33.1,Thursday,No,163.73
2024-01-26,101,Diesel,163.31,5136,2.08,27.8,Friday,No,161.84
2024-01-27,101,Diesel,165.26,4990,2.63,25.3,Saturday,No,165.29
2024-01-28,101,Diesel,163.02,3772,5.33,28.0,Sunday,No,162.69
2024-01-29,101,Diesel,164.04,4275,4.05,24.6,Monday,No,164.37
2024-01-30,101,Diesel,165.38,5427,1.9,23.4,Tuesday,No,164.82
2024-01-31,101,Diesel,165.91,5162,0.0,30.4,Wednesday,No,166.11
2024-02-01,101,Diesel,166.91,5261,4.05,30.7,Thursday,No,166.17
2024-02-02,101,Diesel,163.89,4579,0.0,27.3,Friday,No,163.62
2024-02-03,101,Diesel,164.99,4647,3.48,26.6,Saturday,No,165.17
2024-02-04,101,Diesel,164.35,4451,6.32,23.3,Sunday,No,163.6
2024-02-05,101,Diesel,165.34,4883,2.07,36.3,Monday,No,163.18
2024-02-06,101,Diesel,165.71,4831,7.88,29.2,Tuesday,No,163.73
2024-02-07,101,Diesel,164.57,4609,0.0,25.1,Wednesday,No,165.07
2024-02-08,101,Diesel,166.42,4237,0.0,32.4,Thursday,No,166.79
2024-02-09,101,Diesel,164.33,5354,1.94,30.3,Friday,No,163.07
2024-02-10,101,Diesel,166.42,5040,5.55,27.7,Saturday,No,167.8
2024-02-11,101,Diesel,164.23,5269,0.0,34.3,Sunday,No,163.25
2024-02-12,101,Diesel,166.15,5024,0.0,25.3,Monday,No,165.1
2024-02-13,101,Diesel,164.62,4895,2.7,28.7,Tuesday,No,164.31
2024-02-14,101,Diesel,162.63,4547,4.38,26.3,Wednesday,No,162.09
2024-02-15,101,Diesel,165.41,4656,0.0,31.9,Thursday,No,163.91
2024-02-16,101,Diesel,163.61,5178,1.33,26.4,Friday,No,163.2
2024-02-17,101,Diesel,165.21,4926,0.0,26.2,Saturday,No,163.84
2024-02-18,101,Diesel,167.97,4591,1.47,28.5,Sunday,No,168.42
2024-02-19,101,Diesel,165.78,5086,2.98,26.3,Monday,No,165.74
2024-02-20,101,Diesel,164.27,5104,4.49,31.4,Tuesday,Yes,162.55
2024-02-21,101,Diesel,165.77,4932,6.38,26.6,Wednesday,No,165.28
2024-02-22,101,Diesel,165.06,4918,4.24,24.9,Thursday,No,163.65
2024-02-23,101,Diesel,163.17,4587,6.92,29.1,Friday,No,161.9
2024-02-24,101,Diesel,167.19,4883,4.41,32.8,Saturday,No,167.15
2024-02-25,101,Diesel,166.45,4993,1.67,24.8,Sunday,No,165.67
2024-02-26,101,Diesel,164.16,4560,2.89,28.2,Monday,No,163.17
2024-02-27,101,Diesel,166.66,4544,1.97,27.3,Tuesday,Yes,165.89
2024-02-28,101,Diesel,162.45,4482,0.55,26.1,Wednesday,No,162.07
2024-02-29,101,Diesel,165.65,4846,0.5,28.5,Thursday,No,165.9
2024-03-01,101,Diesel,164.83,4172,0.12,27.0,Friday,No,166.16
2024-03-02,101,Diesel,163.29,5445,2.53,31.1,Saturday,No,163.36
2024-03-03,101,Diesel,165.72,4423,0.0,28.8,Sunday,No,164.89
2024-03-04,101,Diesel,161.87,5123,5.95,27.3,Monday,No,164.07
2024-03-05,101,Diesel,165.37,4857,2.27,31.6,Tuesday,Yes,166.94
2024-03-06,101,Diesel,163.82,5200,2.06,29.1,Wednesday,No,163.76
2024-03-07,101,Diesel,164.42,5100,0.0,26.7,Thursday,No,164.69
2024-03-08,101,Diesel,163.78,5041,6.03,30.1,Friday,No,163.46
2024-03-09,101,Diesel,166.36,4800,0.0,25.0,Saturday,No,164.82
2024-03-10,101,Diesel,166.77,5006,0.0,32.8,Sunday,No,166.39
2024-03-11,101,Diesel,163.52,4313,3.71,30.5,Monday,No,162.38
2024-03-12,101,Diesel,166.71,4210,2.13,23.0,Tuesday,No,165.73
2024-03-13,101,Diesel,164.42,5398,9.14,21.6,Wednesday,No,163.28
2024-03-14,101,Diesel,166.82,4935,2.57,26.1,Thursday,No,168.11
2024-03-15,101,Diesel,166.7,4878,2.54,21.9,Friday,No,165.01
2024-03-16,101,Diesel,164.65,5295,2.1,26.4,Saturday,No,164.04
2024-03-17,101,Diesel,162.82,4617,0.53,26.1,Sunday,No,162.72
2024-03-18,101,Diesel,165.86,4815,0.0,30.2,Monday,No,164.24
2024-03-19,101,Diesel,162.13,4048,6.42,30.4,Tuesday,No,161.97
2024-03-20,101,Diesel,167.16,4997,0.0,26.6,Wednesday,No,168.03
2024-03-21,101,Diesel,163.79,4212,5.51,30.9,Thursday,Yes,163.58
2024-03-22,101,Diesel,164.49,4435,0.0,22.6,Friday,No,164.01
2024-03-23,101,Diesel,164.61,5873,10.55,25.8,Saturday,No,165.56
2024-03-24,101,Diesel,163.97,5545,0.35,30.4,Sunday,No,163.32
2024-03-25,101,Diesel,162.77,4746,0.0,22.9,Monday,No,161.38
2024-03-26,101,Diesel,167.42,5219,1.74,27.4,Tuesday,No,167.5
2024-03-27,101,Diesel,164.28,4269,6.91,30.9,Wednesday,No,165.38
2024-03-28,101,Diesel,161.11,4346,0.0,28.9,Thursday,No,159.46
2024-03-29,101,Diesel,163.78,4437,2.82,25.7,Friday,No,163.53
2024-03-30,101,Diesel,166.76,4559,0.0,27.6,Saturday,No,166.35
2024-03-31,101,Diesel,163.25,5204,3.78,29.9,Sunday,No,163.86
2024-04-01,101,Diesel,166.03,5341,4.39,25.7,Monday,No,166.17
2024-04-02,101,Diesel,164.71,5612,1.63,24.8,Tuesday,Yes,162.44
2024-04-03,101,Diesel,164.06,4498,6.17,29.9,Wednesday,No,163.38
2024-04-04,101,Diesel,166.38,5507,0.56,31.0,Thursday,No,164.6
2024-04-05,101,Diesel,165.39,5572,5.42,34.2,Friday,No,163.51
2024-04-06,101,Diesel,166.55,5020,0.0,25.3,Saturday,No,167.12
2024-04-07,101,Diesel,164.79,5724,0.77,28.5,Sunday,No,163.96
2024-04-08,101,Diesel,161.3,4928,3.66,30.8,Monday,No,160.18
2024-04-09,101,Diesel,166.0,5158,0.0,24.4,Tuesday,No,167.14
2024-04-10,101,Diesel,165.92,5419,3.59,28.5,Wednesday,No,164.82
2024-04-11,101,Diesel,165.41,5823,3.24,29.6,Thursday,No,165.06
2024-04-12,101,Diesel,164.91,5193,0.05,28.8,Friday,No,163.96
2024-04-13,101,Diesel,162.38,5382,0.49,33.2,Saturday,No,162.39
2024-04-14,101,Diesel,166.79,5622,4.0,24.7,Sunday,No,165.8
2024-04-15,101,Diesel,164.39,5505,1.46,25.0,Monday,No,163.37
2024-04-16,101,Diesel,164.22,5456,0.9,27.0,Tuesday,No,163.89
2024-04-17,101,Diesel,162.4,5462,2.74,33.2,Wednesday,No,161.76
2024-04-18,101,Diesel,166.09,5725,4.54,27.6,Thursday,No,166.55
2024-04-19,101,Diesel,164.6,4679,0.0,25.7,Friday,No,164.44
2024-04-20,101,Diesel,164.4,5156,0.0,27.5,Saturday,No,164.7
2024-04-21,101,Diesel,164.29,5483,3.8,30.1,Sunday,No,163.71
2024-04-22,101,Diesel,165.75,5274,0.0,25.7,Monday,No,165.63
2024-04-23,101,Diesel,164.43,5756,5.58,25.5,Tuesday,No,164.28
2024-04-24,101,Diesel,164.94,5288,1.66,27.1,Wednesday,No,163.94
2024-04-25,101,Diesel,164.23,5408,7.28,33.8,Thursday,No,163.33
2024-04-26,101,Diesel,166.41,4576,0.0,25.5,Friday,No,167.56
2024-04-27,101,Diesel,162.71,5006,2.17,26.4,Saturday,No,161.86
2024-04-28,101,Diesel,164.11,5278,5.72,30.3,Sunday,No,162.46
2024-04-29,101,Diesel,167.82,5252,4.2,33.4,Monday,No,169.12
2024-04-30,101,Diesel,167.3,5138,5.64,26.1,Tuesday,No,166.07
2024-05-01,101,Diesel,164.56,4846,0.0,24.5,Wednesday,No,162.62
2024-05-02,101,Diesel,163.14,5298,0.0,25.9,Thursday,No,163.0
2024-05-03,101,Diesel,163.92,4605,7.18,30.3,Friday,No,164.83
2024-05-04,101,Diesel,165.95,4915,1.73,31.2,Saturday,No,165.36
2024-05-05,101,Diesel,165.74,4532,0.0,27.2,Sunday,No,164.74
2024-05-06,101,Diesel,163.5,4912,0.57,29.1,Monday,No,163.06
2024-05-07,101,Diesel,162.07,4712,0.0,27.0,Tuesday,No,161.93
2024-05-08,101,Diesel,166.87,4688,4.6,33.7,Wednesday,No,165.89
2024-05-09,101,Diesel,165.15,5063,5.87,26.5,Thursday,No,163.75
2024-05-10,101,Diesel,164.43,5157,0.0,28.0,Friday,No,162.45
2024-05-11,101,Diesel,162.5,4793,0.61,35.3,Saturday,No,160.88
2024-05-12,101,Diesel,165.47,5136,4.44,28.9,Sunday,No,163.95
2024-05-13,101,Diesel,165.91,4920,0.97,28.8,Monday,No,166.1
2024-05-14,101,Diesel,161.91,4936,0.0,27.6,Tuesday,No,161.51
2024-05-15,101,Diesel,165.52,4639,2.17,28.4,Wednesday,No,165.0
2024-05-16,101,Diesel,162.58,4999,2.26,28.7,Thursday,No,161.08
2024-05-17,101,Diesel,166.89,3987,1.46,30.0,Friday,No,166.95
2024-05-18,101,Diesel,163.6,4689,4.05,31.6,Saturday,No,164.12
2024-05-19,101,Diesel,163.12,4586,2.55,24.9,Sunday,No,161.8
2024-05-20,101,Diesel,166.59,5047,0.0,24.4,Monday,No,166.36
2024-05-21,101,Diesel,165.58,5307,1.57,25.3,Tuesday,No,165.04
2024-05-22,101,Diesel,165.95,4636,3.5,30.3,Wednesday,No,165.15
2024-05-23,101,Diesel,166.53,5241,4.94,32.0,Thursday,No,165.87
2024-05-24,101,Diesel,164.94,4060,0.0,30.7,Friday,No,166.02
2024-05-25,101,Diesel,164.58,4336,2.01,22.6,Saturday,No,162.8
2024-05-26,101,Diesel,163.97,4378,2.42,28.7,Sunday,No,164.71
2024-05-27,101,Diesel,166.54,5207,3.79,27.9,Monday,No,164.18
2024-05-28,101,Diesel,166.27,4635,0.15,23.7,Tuesday,No,164.72
2024-05-29,101,Diesel,166.49,4926,2.8,28.8,Wednesday,No,163.86
2024-05-30,101,Diesel,164.5,5701,4.14,29.5,Thursday,No,163.3
2024-05-31,101,Diesel,164.3,4372,1.5,30.5,Friday,No,164.72
2024-06-01,101,Diesel,160.94,4586,1.72,26.3,Saturday,No,159.39
2024-06-02,101,Diesel,165.32,4483,0.0,28.9,Sunday,No,163.74
2024-06-03,101,Diesel,165.81,4888,1.09,32.1,Monday,No,166.12
2024-06-04,101,Diesel,165.57,5245,3.34,26.8,Tuesday,No,165.93
2024-06-05,101,Diesel,165.3,5163,6.8,29.3,Wednesday,No,164.94
2024-06-06,101,Diesel,162.66,4972,4.83,31.5,Thursday,No,161.63
2024-06-07,101,Diesel,164.66,4835,0.0,27.4,Friday,No,163.22
2024-06-08,101,Diesel,165.1,5228,0.0,24.3,Saturday,No,164.76
2024-06-09,101,Diesel,166.03,4676,2.53,31.8,Sunday,No,166.62
2024-06-10,101,Diesel,163.73,3763,1.62,31.0,Monday,No,162.73
2024-06-11,101,Diesel,163.8,4499,0.0,27.9,Tuesday,No,162.05
2024-06-12,101,Diesel,165.46,4237,7.76,27.6,Wednesday,No,166.55
2024-06-13,101,Diesel,162.84,5141,0.0,24.6,Thursday,No,162.59
2024-06-14,101,Diesel,166.85,5192,1.32,28.6,Friday,No,164.65
2024-06-15,101,Diesel,165.76,4808,3.58,26.3,Saturday,No,165.07
2024-06-16,101,Diesel,165.24,5520,0.0,25.2,Sunday,No,163.85
2024-06-17,101,Diesel,164.0,4291,4.83,27.9,Monday,No,162.67
2024-06-18,101,Diesel,164.67,4322,0.09,25.4,Tuesday,No,163.29
2024-06-19,101,Diesel,163.08,4656,4.96,26.4,Wednesday,No,162.14
2024-06-20,101,Diesel,165.45,4624,4.01,29.9,Thursday,No,164.13
2024-06-21,101,Diesel,165.96,5460,6.49,24.3,Friday,Yes,163.76
2024-06-22,101,Diesel,164.97,4884,2.26,28.2,Saturday,No,163.79
2024-06-23,101,Diesel,163.18,5152,1.87,23.6,Sunday,No,161.56
2024-06-24,101,Diesel,165.24,4870,2.72,27.8,Monday,No,166.96
2024-06-25,101,Diesel,165.35,4296,2.12,31.2,Tuesday,No,165.28
2024-06-26,101,Diesel,163.79,5182,0.0,20.6,Wednesday,No,163.39
2024-06-27,101,Diesel,165.96,4304,2.24,31.0,Thursday,No,165.47
2024-06-28,101,Diesel,162.24,4716,8.32,33.5,Friday,No,162.2
2024-06-29,101,Diesel,162.47,4396,6.85,31.6,Saturday,No,162.66
2024-06-30,101,Diesel,165.0,4751,0.0,19.9,Sunday,No,165.02
2024-07-01,101,Diesel,165.69,4347,1.96,27.7,Monday,No,165.22
2024-07-02,101,Diesel,162.71,4316,0.46,28.2,Tuesday,No,164.8
2024-07-03,101,Diesel,164.54,3781,0.0,32.8,Wednesday,No,163.13
2024-07-04,101,Diesel,166.57,4252,3.62,35.2,Thursday,Yes,165.48
2024-07-05,101,Diesel,164.75,4566,4.42,21.7,Friday,No,163.69
2024-07-06,101,Diesel,166.77,4584,3.14,28.7,Saturday,No,165.19
2024-07-07,101,Diesel,165.15,4782,8.8,30.4,Sunday,No,165.17
2024-07-08,101,Diesel,166.58,4769,2.4,28.2,Monday,No,167.59
2024-07-09,101,Diesel,165.94,4491,0.0,24.6,Tuesday,No,165.19
2024-07-10,101,Diesel,165.01,3921,1.52,22.6,Wednesday,No,164.32
2024-07-11,101,Diesel,163.8,4355,0.5,25.2,Thursday,No,162.53
2024-07-12,101,Diesel,164.47,4659,1.64,32.8,Friday,No,164.98
2024-07-13,101,Diesel,165.9,4893,0.04,26.7,Saturday,No,166.46
2024-07-14,101,Diesel,163.97,4625,6.71,26.4,Sunday,No,162.85
2024-07-15,101,Diesel,165.81,4306,0.0,28.8,Monday,No,163.62
2024-07-16,101,Diesel,166.82,4193,2.12,26.4,Tuesday,No,165.55
2024-07-17,101,Diesel,166.39,4227,0.0,31.3,Wednesday,No,165.36
2024-07-18,101,Diesel,163.19,4293,1.0,27.9,Thursday,No,162.6
2024-07-19,101,Diesel,165.38,2841,1.74,35.0,Friday,No,165.05
2024-07-20,101,Diesel,165.11,4152,3.4,26.2,Saturday,No,163.7
2024-07-21,101,Diesel,167.39,4499,2.99,25.2,Sunday,No,166.17
2024-07-22,101,Diesel,163.6,4667,0.0,28.6,Monday,Yes,161.62
2024-07-23,101,Diesel,165.25,3736,1.21,26.7,Tuesday,No,162.83
2024-07-24,101,Diesel,166.4,4368,1.27,24.8,Wednesday,No,167.12
2024-07-25,101,Diesel,164.01,4690,2.38,30.0,Thursday,No,164.63
2024-07-26,101,Diesel,164.03,4329,0.14,31.6,Friday,No,163.34
2024-07-27,101,Diesel,165.08,4369,0.0,28.1,Saturday,No,163.86
2024-07-28,101,Diesel,164.98,4210,7.53,23.9,Sunday,No,162.91
2024-07-29,101,Diesel,165.7,4230,3.64,29.7,Monday,No,166.0
2024-07-30,101,Diesel,162.9,4246,5.03,32.2,Tuesday,No,162.14
2024-07-31,101,Diesel,165.18,4483,4.46,29.2,Wednesday,No,164.2
2024-08-01,101,Diesel,164.36,3773,2.29,30.5,Thursday,No,161.93
2024-08-02,101,Diesel,164.4,4349,0.0,29.0,Friday,No,163.6
2024-08-03,101,Diesel,168.82,3440,0.0,28.9,Saturday,No,168.83
2024-08-04,101,Diesel,165.58,4220,4.29,24.0,Sunday,Yes,164.76
2024-08-05,101,Diesel,165.35,4716,2.22,29.0,Monday,No,165.29
2024-08-06,101,Diesel,167.71,4966,2.06,26.8,Tuesday,No,168.2
2024-08-07,101,Diesel,164.16,4894,1.5,27.3,Wednesday,No,162.63
2024-08-08,101,Diesel,164.49,3635,0.0,26.2,Thursday,No,164.79
2024-08-09,101,Diesel,165.66,4448,0.0,26.9,Friday,No,165.6
2024-08-10,101,Diesel,165.08,4525,0.72,26.1,Saturday,No,163.45
2024-08-11,101,Diesel,163.29,4878,3.16,28.4,Sunday,No,162.93
2024-08-12,101,Diesel,164.54,3726,0.0,33.8,Monday,No,164.57
2024-08-13,101,Diesel,163.99,4908,3.55,25.3,Tuesday,No,162.49
2024-08-14,101,Diesel,166.31,4903,0.0,27.3,Wednesday,No,167.33
2024-08-15,101,Diesel,163.63,4073,3.5,30.7,Thursday,No,165.25
2024-08-16,101,Diesel,165.92,4105,7.62,25.6,Friday,No,165.66
2024-08-17,101,Diesel,166.86,3884,0.22,28.2,Saturday,Yes,167.19
2024-08-18,101,Diesel,165.29,4446,5.43,20.8,Sunday,No,165.57
2024-08-19,101,Diesel,164.31,4854,1.77,30.3,Monday,No,164.38
2024-08-20,101,Diesel,162.61,3943,4.27,31.1,Tuesday,No,162.75
2024-08-21,101,Diesel,165.12,4192,2.07,31.3,Wednesday,No,163.71
2024-08-22,101,Diesel,165.55,5003,0.0,28.1,Thursday,No,164.64
2024-08-23,101,Diesel,165.98,3958,1.37,24.7,Friday,No,167.26
2024-08-24,101,Diesel,169.64,4048,0.0,28.5,Saturday,No,169.12
2024-08-25,101,Diesel,164.5,4739,0.0,23.9,Sunday,No,162.98
2024-08-26,101,Diesel,165.94,4489,2.34,29.8,Monday,No,166.21
2024-08-27,101,Diesel,164.37,4585,2.93,27.5,Tuesday,No,163.43
2024-08-28,101,Diesel,163.53,4076,2.11,30.9,Wednesday,No,163.5
2024-08-29,101,Diesel,165.05,4633,2.52,29.1,Thursday,No,165.2
2024-08-30,101,Diesel,167.49,4273,0.75,31.0,Friday,No,167.34
2024-08-31,101,Diesel,164.33,4278,4.93,28.8,Saturday,No,164.7
2024-09-01,101,Diesel,165.13,4719,6.07,28.4,Sunday,No,166.18
2024-09-02,101,Diesel,164.64,3674,3.73,27.4,Monday,No,163.85
2024-09-03,101,Diesel,166.36,5208,0.0,26.1,Tuesday,Yes,166.57
2024-09-04,101,Diesel,168.03,4218,7.1,24.5,Wednesday,No,166.94
2024-09-05,101,Diesel,166.49,5567,1.44,29.9,Thursday,No,167.61
2024-09-06,101,Diesel,165.53,5375,0.0,30.5,Friday,No,164.91
2024-09-07,101,Diesel,164.15,4353,5.55,28.2,Saturday,No,164.36
2024-09-08,101,Diesel,167.78,5017,0.0,28.0,Sunday,No,166.68
2024-09-09,101,Diesel,166.68,4537,3.42,23.8,Monday,No,167.21
2024-09-10,101,Diesel,163.43,5003,3.02,23.3,Tuesday,No,162.74
2024-09-11,101,Diesel,164.97,4641,0.0,28.8,Wednesday,No,162.71
2024-09-12,101,Diesel,164.06,5459,0.62,27.8,Thursday,No,164.94
2024-09-13,101,Diesel,168.38,4891,5.44,26.8,Friday,No,167.46
2024-09-14,101,Diesel,164.97,5307,0.0,24.8,Saturday,No,164.36
2024-09-15,101,Diesel,166.79,4323,2.57,23.6,Sunday,No,166.19
2024-09-16,101,Diesel,165.19,4929,0.0,28.5,Monday,No,162.15
2024-09-17,101,Diesel,165.75,5359,0.0,27.4,Tuesday,No,165.91
2024-09-18,101,Diesel,165.39,4530,0.0,30.6,Wednesday,No,165.66
2024-09-19,101,Diesel,165.8,4836,8.61,23.4,Thursday,No,164.51
2024-09-20,101,Diesel,160.42,5088,0.0,31.3,Friday,No,159.15
2024-09-21,101,Diesel,165.57,4343,0.0,25.5,Saturday,No,164.71
2024-09-22,101,Diesel,165.06,4110,1.08,23.4,Sunday,No,164.82
2024-09-23,101,Diesel,164.49,5041,5.48,29.9,Monday,No,164.36
2024-09-24,101,Diesel,166.08,4509,0.0,25.4,Tuesday,No,163.7
2024-09-25,101,Diesel,165.82,4373,0.03,29.0,Wednesday,No,166.74
2024-09-26,101,Diesel,163.96,4848,5.38,30.3,Thursday,No,163.5
2024-09-27,101,Diesel,165.05,4970,4.93,29.3,Friday,No,165.0
2024-09-28,101,Diesel,166.52,4361,0.0,35.0,Saturday,No,168.49
2024-09-29,101,Diesel,167.9,4530,0.1,27.8,Sunday,No,167.42
2024-09-30,101,Diesel,166.22,5435,0.46,27.4,Monday,No,165.68
2024-10-01,101,Diesel,164.62,5157,4.82,25.5,Tuesday,No,162.84
2024-10-02,101,Diesel,165.18,4988,1.48,35.5,Wednesday,No,164.53
2024-10-03,101,Diesel,165.98,4665,0.0,28.9,Thursday,No,165.47
2024-10-04,101,Diesel,165.54,5160,1.18,30.1,Friday,No,165.1
2024-10-05,101,Diesel,164.48,4384,0.0,25.6,Saturday,No,164.53
2024-10-06,101,Diesel,166.95,4536,4.07,29.0,Sunday,No,165.05
2024-10-07,101,Diesel,166.41,4202,2.78,25.1,Monday,No,164.28
2024-10-08,101,Diesel,165.5,4960,0.33,30.6,Tuesday,No,167.62
2024-10-09,101,Diesel,165.85,4737,0.0,27.6,Wednesday,No,165.24
2024-10-10,101,Diesel,165.11,4449,0.2,30.2,Thursday,No,166.66
2024-10-11,101,Diesel,164.94,5118,6.59,33.8,Friday,No,165.25
2024-10-12,101,Diesel,167.24,4511,3.65,31.1,Saturday,No,166.88
2024-10-13,101,Diesel,164.25,4369,2.81,23.8,Sunday,No,164.63
2024-10-14,101,Diesel,165.17,4573,0.0,29.8,Monday,No,164.39
2024-10-15,101,Diesel,165.19,4737,0.22,28.8,Tuesday,No,164.17
2024-10-16,101,Diesel,164.47,4716,2.84,30.3,Wednesday,No,164.16
2024-10-17,101,Diesel,162.72,4714,6.24,26.0,Thursday,No,162.31
2024-10-18,101,Diesel,165.93,4705,3.53,23.2,Friday,No,165.18
2024-10-19,101,Diesel,161.67,4814,0.0,26.9,Saturday,No,161.35
2024-10-20,101,Diesel,164.74,4882,0.0,28.6,Sunday,No,164.51
2024-10-21,101,Diesel,164.26,4583,0.0,26.2,Monday,No,163.56
2024-10-22,101,Diesel,166.35,4683,0.1,33.9,Tuesday,No,164.19
2024-10-23,101,Diesel,166.49,4555,4.9,30.4,Wednesday,No,165.48
2024-10-24,101,Diesel,165.54,5461,0.47,25.2,Thursday,No,163.87
2024-10-25,101,Diesel,164.69,5708,0.0,31.3,Friday,No,165.41
2024-10-26,101,Diesel,165.08,5286,5.15,24.9,Saturday,No,164.84
2024-10-27,101,Diesel,162.95,4814,3.18,27.8,Sunday,No,161.66
2024-10-28,101,Diesel,165.56,4483,0.03,28.4,Monday,No,164.63
2024-10-29,101,Diesel,164.22,4517,3.78,30.1,Tuesday,No,162.45
2024-10-30,101,Diesel,163.78,4245,3.59,28.0,Wednesday,No,162.4
2024-10-31,101,Diesel,165.6,4512,1.91,26.6,Thursday,No,164.04
2024-11-01,101,Diesel,163.93,4866,2.18,27.2,Friday,No,162.74
2024-11-02,101,Diesel,166.42,4398,0.0,23.7,Saturday,No,164.12
2024-11-03,101,Diesel,166.9,5139,3.31,27.4,Sunday,No,165.06
2024-11-04,101,Diesel,167.24,5273,2.11,23.4,Monday,No,167.24
2024-11-05,101,Diesel,164.69,4607,0.0,27.7,Tuesday,No,163.77
2024-11-06,101,Diesel,163.4,4116,6.06,25.6,Wednesday,No,163.39
2024-11-07,101,Diesel,163.51,4696,0.0,27.6,Thursday,No,164.55
2024-11-08,101,Diesel,164.0,5391,7.92,30.2,Friday,No,162.6
2024-11-09,101,Diesel,165.15,4617,1.83,23.3,Saturday,No,164.04
2024-11-10,101,Diesel,164.85,4984,5.42,24.5,Sunday,No,162.16
2024-11-11,101,Diesel,166.18,4571,0.0,26.5,Monday,No,164.03
2024-11-12,101,Diesel,166.26,4205,1.82,31.4,Tuesday,No,163.72
2024-11-13,101,Diesel,164.39,4973,3.43,30.6,Wednesday,No,163.65
2024-11-14,101,Diesel,166.9,4807,3.29,26.2,Thursday,No,166.96
2024-11-15,101,Diesel,163.64,6037,1.13,24.5,Friday,No,164.23
2024-11-16,101,Diesel,164.96,4741,3.84,29.4,Saturday,No,164.68
2024-11-17,101,Diesel,165.41,4898,4.98,27.2,Sunday,No,163.97
2024-11-18,101,Diesel,164.82,5592,0.14,22.4,Monday,No,165.68
2024-11-19,101,Diesel,165.24,4340,0.0,33.6,Tuesday,No,164.78
2024-11-20,101,Diesel,163.98,4782,9.58,31.6,Wednesday,No,162.54
2024-11-21,101,Diesel,165.82,4671,0.0,26.4,Thursday,Yes,164.76
2024-11-22,101,Diesel,163.08,4394,5.39,25.9,Friday,No,163.23
